satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,sales,salary,left
0.89,0.85,4,195,4,No accident,No promotion,support,medium,No
0.56,0.58,4,258,3,No accident,No promotion,sales,medium,No
0.71,0.96,4,144,4,No accident,No promotion,sales,medium,No
0.99,0.61,3,154,3,No accident,No promotion,sales,medium,No
0.49,0.74,2,154,3,No accident,No promotion,support,medium,No
1,0.93,5,231,2,No accident,No promotion,marketing,medium,No
0.59,0.81,4,189,3,No accident,No promotion,sales,medium,No
0.86,0.56,4,247,3,No accident,Promotion,technical,high,No
0.54,0.63,3,174,3,No accident,No promotion,marketing,low,No
0.87,0.86,3,196,4,No accident,No promotion,sales,low,No
0.59,0.62,3,178,4,No accident,No promotion,technical,medium,No
0.24,0.55,6,231,4,No accident,No promotion,sales,low,No
0.79,0.83,5,268,3,No accident,No promotion,technical,low,No
0.35,0.41,6,244,3,No accident,No promotion,technical,low,No
0.86,0.61,4,193,2,No accident,No promotion,support,high,No
0.56,0.75,4,249,3,No accident,No promotion,support,low,No
0.89,0.84,2,252,3,No accident,No promotion,technical,medium,No
0.74,0.69,4,244,2,No accident,No promotion,sales,low,No
0.92,0.54,4,217,4,No accident,No promotion,support,low,No
0.64,0.67,3,165,3,No accident,No promotion,sales,low,No
0.72,0.98,3,211,2,No accident,No promotion,IT,low,No
0.83,0.59,4,197,4,No accident,No promotion,sales,medium,No
0.72,0.59,5,200,8,Accident,No promotion,sales,low,No
0.36,0.72,3,179,3,No accident,No promotion,support,high,No
0.7,0.48,5,273,2,No accident,No promotion,sales,medium,No
0.63,0.61,5,186,10,No accident,No promotion,technical,low,No
0.63,0.55,4,200,3,Accident,No promotion,RandD,low,No
0.49,0.46,2,129,2,No accident,No promotion,RandD,high,No
0.6,0.75,5,233,3,Accident,No promotion,sales,low,No
0.64,0.87,4,157,7,No accident,No promotion,marketing,low,No
0.77,0.64,3,190,10,Accident,No promotion,IT,medium,No
0.32,0.73,3,180,6,No accident,No promotion,support,low,No
0.86,1,3,192,3,No accident,No promotion,marketing,high,No
0.49,0.67,3,254,2,Accident,No promotion,technical,medium,No
0.51,0.56,4,198,2,Accident,No promotion,technical,medium,No
0.6,0.52,5,140,3,No accident,No promotion,support,low,No
0.75,0.9,4,185,3,No accident,No promotion,accounting,low,No
0.97,0.52,5,149,3,Accident,No promotion,sales,medium,No
0.7,0.6,5,208,3,No accident,No promotion,management,medium,No
0.66,0.92,4,239,3,No accident,No promotion,hr,medium,No
0.54,0.75,3,260,2,No accident,No promotion,technical,low,No
0.85,0.57,4,216,2,No accident,No promotion,product_mng,low,No
0.89,0.79,4,133,2,No accident,No promotion,support,medium,No
0.95,0.87,3,208,2,No accident,No promotion,IT,high,No
0.94,0.64,5,247,10,No accident,No promotion,sales,medium,No
0.79,0.65,2,193,5,No accident,No promotion,support,medium,No
0.91,0.74,3,139,5,Accident,No promotion,hr,medium,No
0.66,0.61,3,260,3,No accident,No promotion,IT,low,No
0.58,0.84,4,206,7,No accident,Promotion,management,high,No
0.18,0.49,3,240,2,Accident,No promotion,marketing,low,No
0.68,0.84,3,270,3,No accident,No promotion,support,high,No
0.84,0.68,4,151,2,No accident,No promotion,technical,low,No
0.68,0.75,5,243,3,Accident,No promotion,support,low,No
0.88,1,3,248,3,No accident,No promotion,technical,medium,No
0.7,0.53,4,178,2,No accident,No promotion,marketing,medium,No
0.75,0.59,3,117,3,Accident,No promotion,RandD,medium,No
0.84,0.5,5,267,2,No accident,No promotion,technical,low,No
1,0.98,3,177,2,No accident,No promotion,management,low,No
0.98,0.61,5,239,3,No accident,No promotion,IT,low,No
0.8,0.7,4,246,3,No accident,Promotion,marketing,low,No
0.87,0.65,3,212,3,Accident,No promotion,support,low,No
0.61,0.98,3,138,5,Accident,No promotion,hr,medium,No
0.32,0.86,4,214,5,No accident,No promotion,sales,medium,No
0.13,0.65,2,209,5,No accident,No promotion,accounting,low,No
0.71,0.96,4,131,3,No accident,No promotion,support,medium,No
0.94,0.99,2,273,4,No accident,No promotion,technical,low,No
0.39,0.39,2,131,2,No accident,No promotion,marketing,high,No
0.99,0.93,3,261,3,No accident,No promotion,technical,low,No
0.5,0.64,4,208,2,No accident,No promotion,marketing,medium,No
0.44,0.44,2,141,7,Accident,Promotion,management,high,No
0.61,0.48,3,250,2,No accident,No promotion,sales,low,No
0.69,0.63,4,217,3,No accident,No promotion,technical,medium,No
0.88,0.63,3,184,4,No accident,No promotion,support,medium,No
0.91,0.68,3,218,3,Accident,No promotion,accounting,medium,No
0.13,0.97,3,156,2,No accident,No promotion,support,medium,No
0.5,0.96,5,229,4,No accident,No promotion,marketing,medium,No
0.57,0.76,3,195,3,No accident,No promotion,technical,medium,No
0.48,0.97,3,224,6,No accident,No promotion,sales,medium,No
0.9,0.76,2,150,2,No accident,No promotion,technical,medium,No
0.55,0.93,3,217,3,Accident,No promotion,technical,low,No
0.89,0.78,3,185,2,Accident,No promotion,technical,medium,No
0.8,0.98,3,161,3,No accident,No promotion,hr,medium,No
0.5,0.84,3,233,3,Accident,No promotion,sales,medium,No
0.52,0.58,3,203,2,No accident,No promotion,RandD,medium,No
0.51,0.86,3,182,10,No accident,No promotion,sales,low,No
0.76,0.7,3,136,2,No accident,No promotion,hr,high,No
0.97,0.83,4,202,3,No accident,No promotion,sales,low,No
0.6,0.68,4,264,2,Accident,No promotion,RandD,low,No
0.23,0.37,3,247,4,No accident,No promotion,hr,medium,No
0.96,0.81,4,183,3,No accident,No promotion,sales,medium,No
0.21,0.6,5,151,6,No accident,No promotion,RandD,medium,No
0.65,0.79,4,241,4,No accident,No promotion,IT,medium,No
0.69,0.59,4,264,3,No accident,No promotion,sales,medium,No
0.22,0.8,4,149,5,No accident,No promotion,product_mng,medium,No
0.28,0.59,6,281,3,No accident,No promotion,product_mng,medium,No
0.75,0.82,3,227,2,No accident,No promotion,support,medium,No
0.58,0.87,4,181,3,No accident,No promotion,IT,medium,No
0.82,0.82,3,164,3,No accident,No promotion,technical,high,No
0.84,0.95,5,199,3,No accident,No promotion,accounting,high,No
0.6,0.62,3,238,4,No accident,Promotion,marketing,medium,No
0.15,0.4,3,236,5,No accident,No promotion,hr,medium,No
0.43,0.38,3,119,2,No accident,No promotion,sales,low,No
0.96,0.94,3,182,3,No accident,No promotion,marketing,high,No
0.17,0.9,6,217,6,Accident,No promotion,marketing,medium,No
0.4,0.47,5,173,5,No accident,No promotion,technical,medium,No
0.81,0.68,5,230,2,No accident,No promotion,support,medium,No
0.77,0.5,4,281,2,No accident,No promotion,sales,low,No
0.36,0.44,5,155,3,No accident,No promotion,technical,medium,No
0.98,0.57,3,198,3,No accident,No promotion,sales,medium,No
0.75,0.81,3,214,3,No accident,No promotion,IT,low,No
0.87,0.7,5,225,3,No accident,No promotion,product_mng,medium,No
0.99,0.6,4,209,8,Accident,No promotion,IT,medium,No
0.18,0.79,4,240,5,No accident,No promotion,RandD,low,No
0.69,0.74,4,266,2,Accident,No promotion,support,low,No
0.27,0.82,4,276,2,No accident,No promotion,IT,medium,No
0.69,0.86,5,195,6,No accident,No promotion,management,high,No
0.51,0.86,3,198,2,No accident,No promotion,technical,low,No
0.17,0.66,6,224,3,No accident,No promotion,sales,medium,No
0.7,0.55,4,227,3,No accident,No promotion,sales,medium,No
0.67,0.81,4,168,2,No accident,No promotion,support,high,No
0.7,0.72,5,134,3,No accident,No promotion,RandD,medium,No
0.62,0.73,3,158,3,Accident,No promotion,sales,low,No
0.54,0.55,4,208,5,No accident,No promotion,sales,high,No
0.75,0.66,4,202,2,No accident,No promotion,support,low,No
0.62,0.98,4,137,3,No accident,No promotion,technical,medium,No
0.85,0.79,3,156,3,No accident,No promotion,sales,medium,No
0.88,0.96,4,155,2,No accident,No promotion,marketing,medium,No
0.82,0.71,3,150,3,No accident,No promotion,support,medium,No
0.5,0.4,2,108,2,No accident,No promotion,technical,medium,No
0.54,0.75,3,240,3,No accident,No promotion,support,medium,No
0.59,0.81,4,173,2,No accident,No promotion,sales,medium,No
0.53,0.78,5,198,3,No accident,No promotion,technical,low,No
0.87,0.91,5,268,3,No accident,No promotion,IT,low,No
0.77,0.84,4,196,3,No accident,No promotion,sales,low,No
0.65,0.83,4,251,2,No accident,No promotion,technical,medium,No
0.19,0.85,6,116,3,No accident,No promotion,technical,low,No
0.62,0.61,6,103,4,No accident,No promotion,product_mng,medium,No
0.52,0.97,4,170,3,No accident,No promotion,support,medium,No
0.54,0.37,2,176,2,No accident,No promotion,sales,low,No
0.44,0.97,4,240,5,Accident,No promotion,technical,medium,No
0.65,0.52,5,149,3,No accident,No promotion,sales,low,No
0.58,0.99,3,207,10,No accident,No promotion,technical,low,No
0.94,0.99,2,157,3,No accident,No promotion,sales,medium,No
0.99,0.58,4,183,3,No accident,No promotion,marketing,low,No
0.17,0.61,3,241,5,Accident,No promotion,technical,low,No
0.24,0.95,3,168,4,No accident,No promotion,IT,medium,No
0.73,0.98,4,216,2,No accident,No promotion,sales,low,No
0.63,0.62,5,212,6,No accident,No promotion,sales,medium,No
0.76,0.56,4,137,3,No accident,No promotion,IT,low,No
0.74,0.53,4,166,3,No accident,No promotion,hr,low,No
0.86,0.83,4,208,3,Accident,No promotion,IT,low,No
0.32,0.47,3,143,4,No accident,No promotion,IT,medium,No
0.79,0.45,5,131,6,No accident,No promotion,support,low,No
0.82,0.85,5,195,4,No accident,No promotion,technical,low,No
0.86,0.51,3,230,3,No accident,No promotion,support,medium,No
0.49,0.79,5,206,2,No accident,No promotion,support,medium,No
0.55,0.64,3,138,3,Accident,No promotion,sales,low,No
0.65,0.68,3,268,2,Accident,No promotion,technical,low,No
0.55,0.4,3,158,3,No accident,No promotion,hr,low,No
0.29,0.65,5,110,5,Accident,No promotion,sales,low,No
0.49,0.79,5,177,2,No accident,No promotion,support,low,No
0.99,0.71,4,212,2,No accident,No promotion,marketing,medium,No
0.75,0.77,5,199,4,No accident,No promotion,sales,medium,No
0.99,0.61,3,167,3,No accident,No promotion,sales,medium,No
0.62,0.64,5,187,3,No accident,No promotion,sales,medium,No
0.68,0.92,4,209,6,No accident,No promotion,support,low,No
0.51,0.72,4,163,4,No accident,Promotion,sales,medium,No
0.68,0.65,3,173,3,Accident,No promotion,marketing,high,No
0.7,0.84,6,225,6,No accident,No promotion,accounting,low,No
0.24,0.39,4,152,5,No accident,No promotion,product_mng,high,No
0.56,0.68,3,144,3,Accident,No promotion,sales,low,No
0.98,0.96,4,253,3,No accident,No promotion,sales,low,No
0.95,0.8,3,225,2,No accident,No promotion,sales,high,No
0.49,0.88,4,240,8,No accident,No promotion,product_mng,medium,No
0.73,0.84,4,238,2,No accident,No promotion,product_mng,medium,No
0.72,0.9,3,193,3,No accident,No promotion,IT,medium,No
0.87,0.92,2,248,3,No accident,No promotion,technical,low,No
0.48,0.68,4,163,2,Accident,No promotion,technical,low,No
0.96,0.68,3,132,2,No accident,No promotion,sales,medium,No
0.83,0.84,4,146,3,No accident,No promotion,technical,low,No
0.14,0.68,4,273,5,Accident,No promotion,hr,medium,No
0.88,0.86,4,224,3,Accident,No promotion,sales,low,No
0.6,0.74,3,175,3,Accident,No promotion,hr,low,No
0.75,1,3,102,3,No accident,No promotion,accounting,medium,No
0.54,0.52,5,155,3,No accident,No promotion,technical,low,No
0.63,0.9,4,245,3,No accident,No promotion,technical,low,No
0.95,0.88,3,199,3,No accident,No promotion,IT,medium,No
0.53,0.73,3,163,3,Accident,No promotion,IT,low,No
0.81,0.64,6,176,5,No accident,No promotion,hr,low,No
0.63,0.93,3,236,4,No accident,No promotion,sales,high,No
0.43,0.76,6,154,2,No accident,No promotion,management,high,No
0.51,0.56,4,168,2,No accident,No promotion,sales,low,No
0.19,0.63,4,233,5,No accident,No promotion,sales,medium,No
0.66,0.78,4,256,3,No accident,No promotion,accounting,low,No
0.55,0.72,5,232,4,No accident,No promotion,sales,low,No
0.72,0.57,2,248,2,No accident,No promotion,technical,low,No
0.73,0.71,4,148,3,No accident,No promotion,management,high,No
0.7,0.76,5,165,3,No accident,No promotion,sales,medium,No
0.24,0.91,5,258,6,No accident,No promotion,support,low,No
0.74,0.74,5,160,3,Accident,No promotion,sales,high,No
1,0.95,3,193,6,No accident,No promotion,sales,low,No
0.88,0.51,3,211,7,No accident,No promotion,sales,medium,No
0.64,0.51,4,247,2,Accident,No promotion,support,low,No
0.4,0.37,3,123,2,No accident,No promotion,sales,medium,No
0.66,0.51,4,254,2,No accident,No promotion,sales,medium,No
0.99,0.97,3,257,2,No accident,No promotion,marketing,medium,No
0.79,0.67,4,152,3,No accident,No promotion,technical,medium,No
0.56,0.39,5,263,4,No accident,No promotion,marketing,medium,No
0.89,0.96,5,239,3,No accident,No promotion,support,low,No
0.74,0.58,3,241,3,No accident,No promotion,support,low,No
0.87,0.89,4,225,8,No accident,No promotion,marketing,low,No
0.76,0.96,4,135,3,Accident,Promotion,RandD,low,No
0.71,0.57,3,209,2,No accident,No promotion,technical,medium,No
0.63,0.62,4,184,4,No accident,No promotion,support,medium,No
0.59,0.57,2,156,2,No accident,No promotion,sales,low,No
0.54,0.68,3,144,5,No accident,No promotion,sales,medium,No
0.78,0.63,6,111,6,No accident,No promotion,IT,high,No
0.62,0.51,4,193,3,No accident,No promotion,accounting,high,No
0.96,0.9,3,161,3,No accident,No promotion,product_mng,medium,No
0.98,0.79,5,257,4,No accident,No promotion,technical,medium,No
0.7,0.77,4,266,2,No accident,No promotion,technical,low,No
0.44,0.61,3,147,4,No accident,No promotion,RandD,low,No
0.77,0.99,4,153,3,Accident,No promotion,support,medium,No
0.91,0.78,4,153,3,No accident,No promotion,RandD,medium,No
0.82,0.77,3,108,6,No accident,No promotion,product_mng,medium,No
0.99,0.87,4,190,2,No accident,No promotion,marketing,low,No
0.79,0.88,4,188,3,No accident,No promotion,support,low,No
0.96,0.82,4,244,3,No accident,No promotion,support,high,No
0.84,0.98,4,246,3,No accident,No promotion,sales,medium,No
0.95,0.59,2,154,4,No accident,No promotion,sales,high,No
0.97,0.96,5,210,6,Accident,No promotion,technical,low,No
0.59,0.94,4,136,2,No accident,No promotion,sales,medium,No
1,0.55,4,186,4,Accident,No promotion,technical,medium,No
0.71,0.54,4,188,6,No accident,No promotion,technical,low,No
0.98,0.98,4,259,2,No accident,No promotion,hr,high,No
0.99,0.86,4,206,2,No accident,No promotion,support,low,No
0.54,0.45,4,137,3,Accident,No promotion,management,medium,No
0.84,0.65,4,264,2,No accident,No promotion,hr,medium,No
0.91,0.98,3,259,4,No accident,No promotion,technical,low,No
0.85,0.6,3,218,3,No accident,No promotion,management,low,No
0.62,0.75,4,183,4,Accident,No promotion,sales,low,No
0.77,0.59,4,153,3,No accident,No promotion,sales,medium,No
0.67,0.81,5,175,6,Accident,No promotion,technical,medium,No
0.33,0.7,5,271,4,No accident,No promotion,RandD,low,No
0.23,0.56,5,169,5,No accident,No promotion,RandD,medium,No
0.78,0.89,4,272,2,No accident,No promotion,support,low,No
0.67,0.71,3,190,3,Accident,No promotion,support,medium,No
0.49,0.67,2,190,8,No accident,No promotion,marketing,medium,No
0.6,0.88,3,261,3,Accident,No promotion,marketing,medium,No
0.75,0.72,5,174,3,No accident,No promotion,sales,medium,No
0.57,0.57,4,141,3,No accident,No promotion,technical,low,No
0.94,0.53,4,183,3,No accident,No promotion,IT,medium,No
0.56,0.74,3,265,3,No accident,No promotion,support,medium,No
0.63,0.73,3,272,2,No accident,No promotion,product_mng,low,No
0.69,0.62,4,183,4,No accident,No promotion,support,low,No
0.53,0.77,4,259,2,Accident,Promotion,sales,medium,No
0.8,0.88,5,199,4,No accident,No promotion,support,low,No
0.81,0.57,3,224,2,No accident,No promotion,hr,medium,No
0.49,0.95,4,156,2,No accident,No promotion,technical,medium,No
0.64,0.48,3,147,7,No accident,No promotion,sales,high,No
0.68,0.79,4,273,4,No accident,No promotion,product_mng,low,No
0.59,0.94,4,265,3,No accident,No promotion,technical,low,No
0.86,0.53,3,163,3,No accident,No promotion,support,medium,No
0.76,0.72,3,263,3,No accident,No promotion,product_mng,medium,No
0.4,0.86,2,264,5,No accident,No promotion,technical,medium,No
0.95,0.67,4,270,4,No accident,No promotion,support,medium,No
0.93,0.53,5,198,3,No accident,No promotion,sales,low,No
0.16,0.51,3,262,6,No accident,No promotion,sales,low,No
0.34,0.62,3,119,2,No accident,No promotion,technical,low,No
0.81,0.74,2,228,3,No accident,No promotion,management,high,No
0.77,0.99,4,260,3,No accident,No promotion,sales,medium,No
0.62,0.72,3,149,3,Accident,No promotion,marketing,medium,No
0.63,0.74,4,234,3,No accident,No promotion,support,low,No
0.59,0.91,4,142,3,Accident,No promotion,support,medium,No
0.48,0.9,4,208,3,No accident,No promotion,sales,low,No
0.52,0.99,3,136,3,No accident,No promotion,sales,medium,No
0.37,0.72,3,121,2,No accident,No promotion,sales,low,No
0.22,0.52,5,147,5,Accident,No promotion,RandD,low,No
0.69,0.67,3,178,2,No accident,No promotion,hr,medium,No
0.94,0.6,4,215,2,Accident,No promotion,IT,medium,No
0.19,0.5,5,126,3,Accident,No promotion,RandD,medium,No
0.3,0.44,3,129,2,No accident,No promotion,technical,medium,No
0.15,0.42,4,238,3,No accident,No promotion,sales,medium,No
0.55,0.72,3,204,2,No accident,No promotion,product_mng,low,No
0.61,0.66,2,111,3,No accident,No promotion,technical,medium,No
0.86,0.6,5,134,2,Accident,No promotion,support,low,No
0.84,0.63,4,135,2,No accident,No promotion,sales,medium,No
0.78,0.43,4,275,3,No accident,No promotion,IT,low,No
0.84,0.9,3,262,2,No accident,No promotion,sales,medium,No
0.8,0.69,3,164,3,No accident,No promotion,support,medium,No
0.58,0.51,2,100,2,No accident,No promotion,product_mng,low,No
0.8,0.65,4,172,3,Accident,No promotion,accounting,low,No
0.57,0.48,2,194,2,No accident,No promotion,IT,low,No
0.79,0.94,3,204,2,Accident,No promotion,sales,low,No
0.84,0.84,6,261,5,No accident,No promotion,product_mng,low,No
0.96,1,5,148,3,No accident,No promotion,product_mng,low,No
0.83,0.79,4,270,3,Accident,No promotion,support,medium,No
0.75,1,4,135,4,No accident,No promotion,technical,low,No
0.55,0.48,3,162,3,No accident,Promotion,management,high,No
0.48,0.69,4,245,3,No accident,No promotion,management,medium,No
0.74,0.54,3,243,3,No accident,No promotion,IT,medium,No
0.85,0.9,3,184,3,Accident,No promotion,support,low,No
0.52,0.69,5,208,8,Accident,No promotion,RandD,low,No
0.64,0.75,4,172,4,No accident,No promotion,marketing,medium,No
0.81,0.57,4,213,4,No accident,No promotion,technical,high,No
0.55,0.52,4,168,8,No accident,No promotion,support,low,No
0.98,0.93,5,145,4,No accident,No promotion,IT,low,No
0.88,0.45,5,274,2,Accident,No promotion,support,medium,No
0.96,0.88,3,168,2,No accident,No promotion,sales,low,No
0.75,0.76,3,269,2,Accident,No promotion,technical,medium,No
0.52,0.54,5,247,4,No accident,No promotion,technical,high,No
0.48,0.49,3,268,3,No accident,No promotion,hr,low,No
0.68,0.69,4,225,2,No accident,No promotion,technical,low,No
0.53,0.9,3,210,3,No accident,No promotion,sales,medium,No
0.64,0.96,3,109,4,No accident,No promotion,IT,medium,No
0.63,0.64,5,189,4,No accident,No promotion,sales,high,No
0.79,0.67,5,156,2,No accident,No promotion,product_mng,low,No
0.53,0.6,5,247,3,No accident,No promotion,technical,low,No
0.93,0.69,3,138,2,No accident,No promotion,IT,medium,No
0.67,0.71,4,178,6,No accident,No promotion,IT,low,No
0.51,0.52,5,261,3,Accident,No promotion,RandD,low,No
0.73,0.83,4,270,2,No accident,No promotion,hr,high,No
0.68,0.53,3,138,2,Accident,No promotion,sales,low,No
0.68,0.8,4,186,3,Accident,No promotion,support,low,No
0.65,0.9,3,241,3,No accident,No promotion,IT,low,No
0.18,0.99,4,160,5,No accident,No promotion,accounting,low,No
0.7,0.67,4,181,3,No accident,No promotion,accounting,medium,No
0.8,0.99,5,187,3,Accident,No promotion,technical,medium,No
0.2,0.56,3,217,5,No accident,No promotion,hr,medium,No
0.61,0.83,4,153,2,No accident,No promotion,technical,low,No
0.83,0.84,3,267,3,No accident,No promotion,product_mng,high,No
0.79,0.5,3,213,3,Accident,No promotion,support,low,No
0.71,0.93,5,140,8,No accident,No promotion,marketing,medium,No
0.83,0.89,4,137,3,No accident,No promotion,sales,medium,No
0.77,0.98,2,226,3,No accident,No promotion,support,low,No
0.64,0.86,5,274,2,Accident,No promotion,sales,low,No
0.9,0.67,4,233,3,No accident,Promotion,sales,medium,No
0.97,0.5,3,173,2,No accident,No promotion,accounting,medium,No
1,0.59,3,253,3,No accident,No promotion,support,low,No
0.66,0.76,3,139,5,No accident,No promotion,sales,low,No
0.85,0.76,4,262,2,No accident,No promotion,IT,low,No
0.22,0.81,5,205,4,No accident,No promotion,RandD,low,No
0.91,0.77,4,239,2,No accident,No promotion,technical,medium,No
0.67,0.72,2,134,10,No accident,No promotion,management,high,No
0.69,0.99,3,198,2,No accident,No promotion,technical,medium,No
0.89,0.79,4,152,3,No accident,No promotion,hr,low,No
0.92,0.78,4,177,2,No accident,No promotion,support,medium,No
0.26,0.69,5,213,2,No accident,No promotion,accounting,high,No
0.66,0.65,4,244,2,No accident,No promotion,IT,medium,No
0.53,0.84,4,219,2,No accident,No promotion,hr,high,No
0.85,0.95,4,171,3,No accident,No promotion,technical,medium,No
0.97,0.61,4,262,3,Accident,Promotion,marketing,medium,No
0.67,0.56,4,241,3,No accident,No promotion,technical,low,No
0.85,0.39,4,239,4,No accident,No promotion,support,low,No
0.67,0.71,4,173,3,No accident,No promotion,support,high,No
0.75,0.84,5,222,3,Accident,No promotion,IT,medium,No
0.87,0.58,4,259,3,No accident,No promotion,marketing,low,No
0.69,0.89,3,216,4,No accident,No promotion,technical,low,No
0.51,0.92,3,243,3,No accident,No promotion,marketing,low,No
0.29,0.57,5,134,2,No accident,Promotion,marketing,medium,No
0.75,0.6,4,186,10,Accident,No promotion,marketing,low,No
0.57,0.66,3,268,3,No accident,No promotion,sales,low,No
0.79,0.77,3,201,6,Accident,No promotion,support,medium,No
0.9,0.55,3,259,10,Accident,Promotion,management,high,No
0.8,0.8,3,175,2,No accident,No promotion,RandD,medium,No
0.35,0.67,3,119,3,No accident,Promotion,marketing,medium,No
0.94,0.92,3,187,2,No accident,No promotion,marketing,low,No
0.82,0.71,2,209,5,No accident,Promotion,marketing,medium,No
0.57,0.72,3,202,3,Accident,No promotion,support,medium,No
0.69,0.56,4,178,3,No accident,No promotion,support,medium,No
0.57,0.52,3,143,2,No accident,No promotion,technical,low,No
0.98,0.69,3,152,2,No accident,No promotion,sales,medium,No
0.94,0.99,2,273,4,No accident,No promotion,technical,low,No
0.57,0.64,4,151,2,No accident,No promotion,management,medium,No
0.86,0.82,4,212,2,No accident,No promotion,product_mng,medium,No
0.77,0.49,4,217,2,No accident,No promotion,support,medium,No
0.34,0.87,6,175,4,No accident,No promotion,RandD,low,No
0.69,0.98,3,214,2,No accident,No promotion,sales,low,No
0.2,0.9,5,228,6,No accident,No promotion,sales,medium,No
0.7,0.89,6,214,2,No accident,No promotion,sales,low,No
0.6,0.98,3,262,2,No accident,No promotion,accounting,low,No
0.81,0.96,3,226,3,No accident,No promotion,sales,low,No
0.78,0.7,4,139,3,No accident,No promotion,IT,low,No
0.54,0.65,3,202,3,No accident,No promotion,marketing,low,No
0.85,0.6,4,257,3,No accident,No promotion,technical,medium,No
0.72,0.87,4,184,4,No accident,No promotion,support,medium,No
0.81,0.5,4,231,3,Accident,No promotion,technical,low,No
0.94,0.87,4,157,3,No accident,No promotion,technical,medium,No
0.67,0.56,3,237,4,No accident,No promotion,support,medium,No
0.98,1,4,202,3,No accident,No promotion,support,low,No
0.56,0.83,5,157,3,No accident,No promotion,IT,medium,No
0.2,0.83,4,258,4,No accident,No promotion,sales,high,No
0.66,0.56,3,169,2,Accident,No promotion,support,medium,No
0.85,0.72,3,201,3,No accident,No promotion,sales,low,No
0.83,0.98,5,187,4,No accident,No promotion,hr,medium,No
0.7,0.54,3,198,3,Accident,Promotion,hr,low,No
0.49,0.65,3,226,3,No accident,No promotion,sales,medium,No
1,0.8,5,162,3,Accident,No promotion,technical,medium,No
0.85,0.74,3,250,3,Accident,No promotion,IT,low,No
0.48,0.87,3,236,2,No accident,No promotion,IT,low,No
0.74,0.58,4,148,2,No accident,No promotion,product_mng,medium,No
0.48,1,4,261,3,No accident,No promotion,accounting,low,No
0.9,0.85,3,158,7,No accident,No promotion,marketing,medium,No
0.81,0.83,3,177,2,No accident,No promotion,sales,medium,No
0.63,0.61,3,205,2,No accident,No promotion,marketing,medium,No
0.61,0.69,3,224,3,No accident,No promotion,hr,medium,No
0.27,0.6,6,205,5,Accident,No promotion,technical,low,No
0.43,0.66,4,135,2,No accident,No promotion,IT,high,No
0.94,0.82,4,187,3,No accident,No promotion,sales,low,No
0.15,0.92,5,164,3,No accident,No promotion,sales,medium,No
0.99,0.6,3,262,2,No accident,No promotion,marketing,low,No
0.73,0.68,3,121,5,No accident,No promotion,RandD,low,No
0.67,0.54,2,141,2,No accident,No promotion,sales,low,No
0.54,0.64,3,250,3,No accident,No promotion,sales,medium,No
0.52,0.63,3,230,2,No accident,No promotion,support,medium,No
0.6,0.73,2,180,2,No accident,No promotion,sales,high,No
0.37,0.45,6,100,5,Accident,No promotion,sales,medium,No
0.64,0.52,3,223,3,No accident,No promotion,sales,low,No
0.83,0.67,3,175,3,No accident,No promotion,product_mng,medium,No
0.19,0.36,3,167,5,No accident,No promotion,sales,low,No
0.57,0.59,4,250,2,No accident,No promotion,support,low,No
0.51,0.86,3,182,10,No accident,No promotion,sales,low,No
0.59,0.54,4,178,2,No accident,No promotion,support,medium,No
0.24,0.42,5,210,5,No accident,No promotion,accounting,low,No
0.24,0.77,5,178,5,No accident,No promotion,sales,low,No
0.33,0.45,6,239,3,No accident,No promotion,sales,low,No
0.74,0.85,3,176,3,No accident,No promotion,management,medium,No
0.5,0.66,4,155,2,No accident,No promotion,hr,medium,No
0.66,0.91,3,191,4,No accident,No promotion,technical,low,No
0.57,0.62,5,263,2,No accident,No promotion,support,medium,No
0.17,0.61,6,154,10,Accident,No promotion,sales,medium,No
0.9,0.65,3,254,2,No accident,No promotion,support,high,No
1,0.51,5,274,4,No accident,No promotion,IT,medium,No
0.56,0.68,3,109,3,No accident,No promotion,IT,low,No
0.7,0.58,3,211,3,No accident,No promotion,sales,medium,No
0.83,0.54,3,149,3,No accident,No promotion,support,low,No
0.64,0.4,3,248,3,No accident,No promotion,product_mng,medium,No
0.36,0.89,3,197,6,No accident,No promotion,hr,medium,No
0.63,0.91,4,246,3,No accident,No promotion,technical,medium,No
0.84,0.8,3,151,3,Accident,No promotion,RandD,low,No
0.97,0.94,3,180,3,No accident,No promotion,hr,low,No
0.57,0.39,4,132,3,No accident,No promotion,product_mng,high,No
0.91,0.95,3,251,3,No accident,No promotion,RandD,low,No
0.66,0.94,4,198,3,Accident,No promotion,support,medium,No
0.6,0.73,5,203,2,No accident,No promotion,IT,medium,No
0.76,0.93,4,187,4,No accident,No promotion,marketing,low,No
0.77,0.5,5,170,2,No accident,No promotion,support,low,No
0.19,0.83,5,280,4,No accident,No promotion,RandD,low,No
0.73,0.67,2,139,8,No accident,No promotion,sales,medium,No
0.56,0.45,3,184,3,No accident,No promotion,RandD,medium,No
0.7,0.77,4,245,2,No accident,No promotion,sales,low,No
0.61,1,5,243,2,No accident,No promotion,technical,medium,No
0.73,0.5,3,208,2,No accident,No promotion,sales,medium,No
0.45,0.46,3,179,2,Accident,No promotion,sales,low,No
0.53,0.99,3,188,3,No accident,No promotion,technical,high,No
0.73,0.71,5,215,6,Accident,No promotion,technical,medium,No
0.17,0.71,5,257,4,Accident,No promotion,sales,medium,No
